idx,RX,RY,RZ,RSRP,NR Serving PCI,TX,TY,TZ,dist
380,326164.7128,4151217.799,23.06,-96,4,326046.434,4151239.016,77.29,131.8367495
381,326164.1081,4151219.339,23.06,-102,4,326046.434,4151239.016,77.29,131.0544583
382,326163.4946,4151220.881,22.65,-106,4,326046.434,4151239.016,77.29,130.4514925
383,326161.6629,4151225.501,22.65,-106,7,326228.2169,4151247.992,49.15,75.08348685
384,326161.0494,4151227.042,22.65,-102,7,326228.2169,4151247.992,49.15,75.1839448
385,326160.4359,4151228.582,22.65,-102,7,326228.2169,4151247.992,49.15,75.32105988
386,326159.8224,4151230.123,21.85,-103,7,326228.2169,4151247.992,49.15,75.77861698
387,326159.2177,4151231.663,21.68,-103,7,326228.2169,4151247.992,49.15,76.04029683
388,326158.6042,4151233.204,21.68,-103,7,326228.2169,4151247.992,49.15,76.28377183
389,326157.9907,4151234.744,21.68,-103,7,326228.2169,4151247.992,49.15,76.56258597
390,326157.3772,4151236.284,21.68,-102,7,326228.2169,4151247.992,49.15,76.87614233
391,326156.7725,4151237.825,21.68,-103,7,326228.2169,4151247.992,49.15,77.21574373
392,326156.159,4151239.366,21.68,-103,7,326228.2169,4151247.992,49.15,77.59735645
393,326155.5455,4151240.906,21.28,-98,7,326228.2169,4151247.992,49.15,78.15421085
394,326154.932,4151242.446,21.28,-103,7,326228.2169,4151247.992,49.15,78.60134594
395,326154.3185,4151243.987,21.28,-103,7,326228.2169,4151247.992,49.15,79.08065786
396,326153.7138,4151245.528,21.28,-103,7,326228.2169,4151247.992,49.15,79.58341602
397,326153.1003,4151247.068,21.28,-106,7,326228.2169,4151247.992,49.15,80.12549077
398,326152.4868,4151248.608,21.28,-105,7,326228.2169,4151247.992,49.15,80.69798264
399,326151.8733,4151250.149,21.28,-106,7,326228.2169,4151247.992,49.15,81.30027558
400,326151.2686,4151251.689,21.28,-106,7,326228.2169,4151247.992,49.15,81.9234129
401,326150.6552,4151253.23,21.28,-106,7,326228.2169,4151247.992,49.15,82.5832359
402,326150.0417,4151254.771,21.28,-104,7,326228.2169,4151247.992,49.15,83.27096514
403,326149.4281,4151256.311,21.13,-107,7,326228.2169,4151247.992,49.15,84.03571364
404,326148.8235,4151257.851,21.13,-105,7,326228.2169,4151247.992,49.15,84.76810865
405,326148.21,4151259.391,21.13,-106,7,326228.2169,4151247.992,49.15,85.53456406
406,326147.5965,4151260.931,20.75,-103,7,326228.2169,4151247.992,49.15,86.45013949
407,326146.983,4151262.473,20.75,-107,7,326228.2169,4151247.992,49.15,87.26514694
408,326146.3783,4151264.013,20.75,-105,7,326228.2169,4151247.992,49.15,88.09533978
409,326145.7648,4151265.553,20.75,-93,7,326228.2169,4151247.992,49.15,88.95671709
410,326145.1513,4151267.094,20.75,-98,7,326228.2169,4151247.992,49.15,89.8406384
411,326144.5378,4151268.634,20.75,-108,7,326228.2169,4151247.992,49.15,90.74604091
412,326143.9331,4151270.175,20.37,-108,7,326228.2169,4151247.992,49.15,91.78307486
413,326142.7061,4151273.256,20.37,-99,2,326052.99,4151241.566,76.8,110.6235942
414,326142.0926,4151274.796,20.37,-95,2,326052.99,4151241.566,76.8,110.5796144
415,326141.4791,4151276.336,20.37,-91,2,326052.99,4151241.566,76.8,110.5604749
416,326140.8745,4151277.877,20.37,-96,2,326052.99,4151241.566,76.8,110.5735907
417,326140.261,4151279.418,20.37,-96,2,326052.99,4151241.566,76.8,110.6044585
418,326139.6475,4151280.958,19.99,-96,2,326052.99,4151241.566,76.8,110.8540846
419,326139.034,4151282.498,19.87,-96,2,326052.99,4151241.566,76.8,110.9956011
420,326138.4293,4151284.038,19.87,-96,2,326052.99,4151241.566,76.8,111.107019
421,326137.8158,4151285.58,19.87,-94,2,326052.99,4151241.566,76.8,111.2370147
422,326137.2023,4151287.12,19.87,-98,2,326052.99,4151241.566,76.8,111.3907684
423,326136.5888,4151288.66,19.87,-98,2,326052.99,4151241.566,76.8,111.5689432
424,326135.9842,4151290.201,19.5,-96,2,326052.99,4151241.566,76.8,111.9673634
425,326135.3706,4151291.741,19.5,-90,2,326052.99,4151241.566,76.8,112.1935109
426,326134.7571,4151293.281,19.5,-90,2,326052.99,4151241.566,76.8,112.4437187
427,326134.1437,4151294.823,19.5,-89,2,326052.99,4151241.566,76.8,112.7187698
428,326133.539,4151296.363,19.5,-91,2,326052.99,4151241.566,76.8,113.0227526
429,326132.9255,4151297.903,19.5,-91,2,326052.99,4151241.566,76.8,113.343865
430,326132.312,4151299.443,19.5,-97,2,326052.99,4151241.566,76.8,113.688244
431,326131.6985,4151300.984,19.37,-96,2,326052.99,4151241.566,76.8,114.121565
432,326131.0939,4151302.525,19.37,-94,2,326052.99,4151241.566,76.8,114.5182246
433,326130.4804,4151304.065,19.37,-87,2,326052.99,4151241.566,76.8,114.9308139
434,326129.8669,4151305.605,19.37,-84,2,326052.99,4151241.566,76.8,115.3657496
435,326127.407,4151304.713,19.16,-85,2,326052.99,4151241.566,76.8,113.34815
436,326124.9559,4151303.821,19.16,-84,2,326052.99,4151241.566,76.8,111.2526197
437,326122.496,4151302.929,19.16,-85,2,326052.99,4151241.566,76.8,109.1735838
438,326120.0361,4151302.037,19.16,-79,2,326052.99,4151241.566,76.8,107.1181169
439,326117.5762,4151301.144,19.05,-79,2,326052.99,4151241.566,76.8,105.1474099
440,326115.1251,4151300.252,19.05,-82,2,326052.99,4151241.566,76.8,103.1497928
441,326112.6652,4151299.36,19.18,-79,2,326052.99,4151241.566,76.8,101.1006446
442,326110.2053,4151298.468,19.18,-80,2,326052.99,4151241.566,76.8,99.15388322
443,326107.7542,4151297.575,19.07,-79,2,326052.99,4151241.566,76.8,97.30816298
444,326105.2943,4151296.683,19.07,-79,2,326052.99,4151241.566,76.8,95.42733564
445,326102.8344,4151295.791,19.07,-81,2,326052.99,4151241.566,76.8,93.58187718
446,326100.3745,4151294.899,19.07,-81,2,326052.99,4151241.566,76.8,91.77392129
447,326097.9234,4151294.007,18.96,-81,2,326052.99,4151241.566,76.8,90.08071112
448,326095.4635,4151293.115,18.96,-84,2,326052.99,4151241.566,76.8,88.35588947
449,326093.0036,4151292.222,18.96,-85,2,326052.99,4151241.566,76.8,86.67516438
450,326090.5525,4151291.33,18.96,-83,2,326052.99,4151241.566,76.8,85.04623861
451,326088.0926,4151290.438,18.85,-86,2,326052.99,4151241.566,76.8,83.53961582
452,326085.6327,4151289.546,18.85,-88,2,326052.99,4151241.566,76.8,82.01115024
453,326083.1728,4151288.654,19.15,-89,2,326052.99,4151241.566,76.8,80.32312033
454,326080.7217,4151287.761,19.15,-91,2,326052.99,4151241.566,76.8,78.90847679
455,326078.2618,4151286.869,19.04,-88,2,326052.99,4151241.566,76.8,77.6353224
456,326075.8019,4151285.977,19.04,-87,2,326052.99,4151241.566,76.8,76.34747738
457,326073.3508,4151285.085,19.04,-85,2,326052.99,4151241.566,76.8,75.13110633
458,326070.8909,4151284.193,19.04,-85,2,326052.99,4151241.566,76.8,73.98459941
459,326068.4309,4151283.3,18.93,-87,2,326052.99,4151241.566,76.8,73.00058252
460,326063.5199,4151281.516,18.93,-97,2,326052.99,4151241.566,76.8,71.1042769
461,326061.06,4151280.624,18.93,-98,2,326052.99,4151241.566,76.8,70.28221086
462,326062.241,4151277.457,19.19,-98,2,326052.99,4151241.566,76.8,68.50297061
463,326063.4219,4151274.288,19.19,-96,2,326052.99,4151241.566,76.8,67.07060401
464,326064.6117,4151271.121,19.19,-101,2,326052.99,4151241.566,76.8,65.78353925
465,326065.7926,4151267.953,19.46,-98,2,326052.99,4151241.566,76.8,64.405403
466,326066.9735,4151264.785,19.46,-94,2,326052.99,4151241.566,76.8,63.42346437
467,326068.1545,4151261.617,19.46,-92,2,326052.99,4151241.566,76.8,62.60894713
468,326069.3354,4151258.45,19.71,-89,2,326052.99,4151241.566,76.8,61.73742509
469,326070.5252,4151255.282,19.87,-99,2,326052.99,4151241.566,76.8,61.12803608
470,326071.7062,4151252.114,19.87,-103,2,326052.99,4151241.566,76.8,60.84884014
471,326072.8871,4151248.947,20.15,-104,2,326052.99,4151241.566,76.8,60.49459686
472,326074.068,4151245.778,20.15,-95,3,325925.3433,4151245.636,89.09,163.9261424
473,326075.249,4151242.611,20.15,-103,3,325925.3433,4151245.636,89.09,165.0260377
474,326077.6197,4151236.275,20.15,-107,2,326052.99,4151241.566,76.8,61.99870404
475,326078.8007,4151233.108,20.15,-104,4,326046.434,4151239.016,77.29,65.93547856
476,326079.9816,4151229.94,20.33,-100,4,326046.434,4151239.016,77.29,66.72523392
477,326081.1626,4151226.772,20.92,-102,4,326046.434,4151239.016,77.29,67.33177626
478,326082.3435,4151223.605,20.92,-103,4,326046.434,4151239.016,77.29,68.58985356
479,326083.5333,4151220.436,20.92,-101,4,326046.434,4151239.016,77.29,69.99393803
480,326084.7143,4151217.269,21.21,-106,4,326046.434,4151239.016,77.29,71.2971232
481,326085.8952,4151214.101,21.21,-104,4,326046.434,4151239.016,77.29,72.95827527
482,326087.0762,4151210.933,21.21,-105,4,326046.434,4151239.016,77.29,74.73559868
483,326088.2571,4151207.766,21.51,-102,4,326046.434,4151239.016,77.29,76.40119498
484,326089.4469,4151204.598,21.51,-97,4,326046.434,4151239.016,77.29,78.39717272
485,326092.9898,4151195.095,21.95,-110,4,326046.434,4151239.016,77.29,84.61094701
486,326094.1708,4151191.927,21.95,-110,4,326046.434,4151239.016,77.29,86.94073611
487,326095.3606,4151188.759,22.17,-109,4,326046.434,4151239.016,77.29,89.20646073
488,326096.5415,4151185.592,22.17,-96,4,326046.434,4151239.016,77.29,91.66842276
489,326097.7225,4151182.423,22.17,-105,4,326046.434,4151239.016,77.29,94.18859953
490,326098.9035,4151179.256,22.38,-110,4,326046.434,4151239.016,77.29,96.6406443
491,326100.0844,4151176.089,22.63,-105,4,326046.434,4151239.016,77.29,99.12561904
492,326101.2742,4151172.92,22.63,-101,4,326046.434,4151239.016,77.29,101.8029683
493,326102.4552,4151169.753,22.63,-109,4,326046.434,4151239.016,77.29,104.5153272
494,326103.6362,4151166.585,22.86,-108,4,326046.434,4151239.016,77.29,107.1492713
495,326104.8171,4151163.417,22.86,-111,4,326046.434,4151239.016,77.29,109.9382557
496,326105.9981,4151160.25,22.86,-108,6,325955.451,4151256.136,89.3,190.4542673
497,326107.1879,4151157.082,23.08,-105,6,325955.451,4151256.136,89.3,192.9271109
498,326108.3689,4151153.914,23.08,-108,6,325955.451,4151256.136,89.3,195.4950379
499,326109.5499,4151150.746,23.35,-112,6,325955.451,4151256.136,89.3,197.9972868
500,326110.7308,4151147.579,23.35,-109,5,326227.519,4151249.798,48.88,157.2895054
501,326111.9118,4151144.411,23.35,-109,5,326227.519,4151249.798,48.88,158.5030768
502,326113.1016,4151141.243,23.35,-108,5,326227.519,4151249.798,48.88,159.7726834
503,326114.2826,4151138.076,23.59,-108,4,326046.434,4151239.016,77.29,132.9511419
504,326116.6446,4151131.74,23.59,-99,5,326227.519,4151249.798,48.88,163.9219572
505,326117.8256,4151128.573,23.82,-93,5,326227.519,4151249.798,48.88,165.3969354
506,326119.0154,4151125.404,23.82,-87,5,326227.519,4151249.798,48.88,166.9577852
507,326120.1964,4151122.237,24.11,-98,5,326227.519,4151249.798,48.88,168.5333857
508,326121.3773,4151119.068,24.61,-102,5,326227.519,4151249.798,48.88,170.1335542
509,326122.5583,4151115.901,24.61,-103,5,326227.519,4151249.798,48.88,171.8551368
510,326123.7393,4151112.734,24.61,-104,5,326227.519,4151249.798,48.88,173.6254565
511,326124.9203,4151109.565,24.61,-105,5,326227.519,4151249.798,48.88,175.4446364
512,326126.1101,4151106.398,24.88,-103,5,326227.519,4151249.798,48.88,177.2662545
513,326127.2911,4151103.23,24.88,-103,5,326227.519,4151249.798,48.88,179.1753626
514,326128.4721,4151100.062,24.88,-102,5,326227.519,4151249.798,48.88,181.1274637
515,326129.6531,4151096.895,26,-101,5,326227.519,4151249.798,48.88,182.976928
516,326130.8341,4151093.727,26,-99,5,326227.519,4151249.798,48.88,185.0124897
517,326133.2049,4151087.391,26.38,-88,5,326227.519,4151249.798,48.88,189.149235
518,326134.3859,4151084.224,26.38,-81,5,326227.519,4151249.798,48.88,191.2976053
519,326135.5669,4151081.056,26.38,-90,5,326227.519,4151249.798,48.88,193.4820438
520,326136.7479,4151077.888,26.76,-89,5,326227.519,4151249.798,48.88,195.6571877
521,326137.9377,4151074.721,26.76,-96,5,326227.519,4151249.798,48.88,197.9041678
522,326139.1187,4151071.552,26.76,-93,5,326227.519,4151249.798,48.88,200.1887708
523,326140.2997,4151068.385,27.28,-94,5,326227.519,4151249.798,48.88,202.4461481
524,326136.4576,4151066.959,26.76,-91,5,326227.519,4151249.798,48.88,205.4545519
525,326132.6242,4151065.533,26.76,-92,5,326227.519,4151249.798,48.88,208.441617
526,326128.7821,4151064.108,25.71,-94,5,326227.519,4151249.798,48.88,211.5811911
527,326124.9488,4151062.682,25.71,-94,5,326227.519,4151249.798,48.88,214.6389813
528,326121.1066,4151061.255,25.71,-91,5,326227.519,4151249.798,48.88,217.7358735
529,326117.2733,4151059.829,25.42,-92,5,326227.519,4151249.798,48.88,220.8907126
530,326113.4311,4151058.404,25.42,-99,5,326227.519,4151249.798,48.88,224.0492887
531,326109.5978,4151056.978,25.42,-97,5,326227.519,4151249.798,48.88,227.2340939
532,326105.7556,4151055.552,24.85,-96,5,326227.519,4151249.798,48.88,230.5108999
533,326101.9223,4151054.126,24.85,-98,5,326227.519,4151249.798,48.88,233.7509434
534,326098.0801,4151052.701,24.85,-99,5,326227.519,4151249.798,48.88,237.021301
535,326094.2468,4151051.274,24.85,-100,5,326227.519,4151249.798,48.88,240.3137507
536,326090.4046,4151049.848,24.85,-99,5,326227.519,4151249.798,48.88,243.6345667
537,326086.5624,4151048.422,24.39,-100,5,326227.519,4151249.798,48.88,247.023919
538,326082.7291,4151046.997,24.39,-102,5,326227.519,4151249.798,48.88,250.3839469
539,326078.8869,4151045.571,23.76,-101,5,326227.519,4151249.798,48.88,253.8329826
540,326075.0535,4151044.145,23.76,-102,5,326227.519,4151249.798,48.88,257.2351055
541,326071.2113,4151042.719,23.76,-103,5,326227.519,4151249.798,48.88,260.6622791
542,326063.5358,4151039.868,23.45,-105,5,326227.519,4151249.798,48.88,267.5962998
543,326059.7025,4151038.441,23.5,-106,5,326227.519,4151249.798,48.88,271.0688169
544,326055.8603,4151037.015,23.19,-107,5,326227.519,4151249.798,48.88,274.5965959
545,326052.0269,4151035.59,23.19,-103,5,326227.519,4151249.798,48.88,278.1052328
546,326048.1847,4151034.164,22.87,-107,5,326227.519,4151249.798,48.88,281.6652858
547,326044.3425,4151032.738,22.87,-106,5,326227.519,4151249.798,48.88,285.2107885
548,326040.5092,4151031.312,22.87,-108,5,326227.519,4151249.798,48.88,288.7651599
549,326036.667,4151029.887,22.56,-107,5,326227.519,4151249.798,48.88,292.3663391
550,326032.8336,4151028.461,22.61,-103,5,326227.519,4151249.798,48.88,295.9435511
551,326028.9914,4151027.035,22.29,-109,5,326227.519,4151249.798,48.88,299.5723456
552,326025.1581,4151025.609,22.29,-107,1,326243.9057,4151117.936,50.55,239.1096297
553,326021.3159,4151024.184,22.29,-103,1,326243.9057,4151117.936,50.55,243.1754185
554,326017.4825,4151022.757,21.65,-108,1,326243.9057,4151117.936,50.55,247.3089516
555,326013.6403,4151021.331,21.65,-104,1,326243.9057,4151117.936,50.55,251.3759942
556,326009.8069,4151019.905,21.65,-84,1,326243.9057,4151117.936,50.55,255.4359707
557,326005.9648,4151018.48,21.36,-90,1,326243.9057,4151117.936,50.55,259.5369414
558,326002.1314,4151017.054,21.36,-98,1,326243.9057,4151117.936,50.55,263.5982666
559,325998.2892,4151015.628,21.04,-99,1,326243.9057,4151117.936,50.55,267.7036272
560,325996.7328,4151019.031,21.04,-100,1,326243.9057,4151117.936,50.55,267.8572038
561,325995.1852,4151022.432,21.01,-102,1,326243.9057,4151117.936,50.55,268.058786
562,325993.6288,4151025.835,21.01,-101,1,326243.9057,4151117.936,50.55,268.3164782
563,325992.0813,4151029.238,21.01,-97,1,326243.9057,4151117.936,50.55,268.6177121
564,325990.5249,4151032.64,20.98,-95,1,326243.9057,4151117.936,50.55,268.9825688
565,325988.9773,4151036.042,20.82,-98,1,326243.9057,4151117.936,50.55,269.4048798
566,325987.4209,4151039.445,20.82,-95,1,326243.9057,4151117.936,50.55,269.8687878
567,325985.8645,4151042.847,20.82,-92,1,326243.9057,4151117.936,50.55,270.3839709
568,325984.317,4151046.249,20.82,-93,1,326243.9057,4151117.936,50.55,270.9413074
569,325982.7606,4151049.652,20.79,-90,1,326243.9057,4151117.936,50.55,271.5605375
570,325981.213,4151053.054,20.79,-86,1,326243.9057,4151117.936,50.55,272.2182693
571,325979.6567,4151056.457,20.79,-89,1,326243.9057,4151117.936,50.55,272.9337997
572,325978.1091,4151059.858,20.59,-89,1,326243.9057,4151117.936,50.55,273.7124189
573,325976.5527,4151063.261,20.59,-92,1,326243.9057,4151117.936,50.55,274.5261077
574,325979.5037,4151064.369,20.76,-93,1,326243.9057,4151117.936,50.55,271.4134949
575,325982.4459,4151065.477,20.76,-92,1,326243.9057,4151117.936,50.55,268.3293085
576,325985.3969,4151066.585,20.76,-99,1,326243.9057,4151117.936,50.55,265.2379478
577,325988.339,4151067.693,20.76,-103,1,326243.9057,4151117.936,50.55,262.1567113
578,325991.2901,4151068.801,20.92,-109,1,326243.9057,4151117.936,50.55,259.0498533
579,325994.2322,4151069.909,20.88,-114,1,326243.9057,4151117.936,50.55,255.9760892
580,325997.1832,4151071.017,20.88,-116,1,326243.9057,4151117.936,50.55,252.8906749
581,326000.1254,4151072.125,21.19,-110,1,326243.9057,4151117.936,50.55,249.7788862
582,326003.0764,4151073.232,21.19,-104,1,326243.9057,4151117.936,50.55,246.6965929
583,326006.0185,4151074.341,21.19,-117,1,326243.9057,4151117.936,50.55,243.6244108
584,326008.9695,4151075.449,21.19,-116,1,326243.9057,4151117.936,50.55,240.5455733
585,326011.9117,4151076.556,21.49,-110,1,326243.9057,4151117.936,50.55,237.4405274
586,326014.8627,4151077.665,21.49,-102,2,326052.99,4151241.566,76.8,177.133918
587,326017.8048,4151078.773,21.49,-104,2,326052.99,4151241.566,76.8,175.4957414
588,326020.7558,4151079.88,22.06,-103,2,326052.99,4151241.566,76.8,173.7177994
589,326023.698,4151080.989,22.06,-112,2,326052.99,4151241.566,76.8,172.1611506
590,326026.6489,4151082.096,22.06,-114,2,326052.99,4151241.566,76.8,170.6487681
591,326029.5911,4151083.205,22.36,-114,2,326052.99,4151241.566,76.8,169.0840869
592,326032.5421,4151084.313,22.36,-118,2,326052.99,4151241.566,76.8,167.6613737
593,326035.4842,4151085.42,22.36,-110,3,325925.3433,4151245.636,89.09,205.5555336
594,326038.4352,4151086.529,22.36,-100,3,325925.3433,4151245.636,89.09,206.2951967
595,326041.3774,4151087.636,22.66,-110,3,325925.3433,4151245.636,89.09,206.9803306
596,326044.3284,4151088.744,22.66,-106,3,325925.3433,4151245.636,89.09,207.811209
597,326047.2705,4151089.853,22.61,-96,3,325925.3433,4151245.636,89.09,208.6963718
598,326050.2215,4151090.96,22.91,-105,3,325925.3433,4151245.636,89.09,209.520935
599,326053.1636,4151092.069,22.91,-100,2,326052.99,4151241.566,76.8,158.9135465
600,326059.0567,4151094.284,22.91,-112,5,326227.519,4151249.798,48.88,230.7348947
601,326062.0077,4151095.393,23.21,-109,5,326227.519,4151249.798,48.88,227.8022023
602,326064.9499,4151096.5,23.21,-112,5,326227.519,4151249.798,48.88,224.9176249
603,326067.9008,4151097.608,23.21,-111,5,326227.519,4151249.798,48.88,222.0331389
604,326070.843,4151098.716,23.51,-110,5,326227.519,4151249.798,48.88,219.1273068
605,326073.794,4151099.824,23.44,-112,5,326227.519,4151249.798,48.88,216.2655079
606,326076.7449,4151100.932,23.44,-116,4,326046.434,4151239.016,77.29,151.2804158
607,326085.5802,4151104.257,23.8,-106,4,326046.434,4151239.016,77.29,150.1785376
608,326088.5311,4151105.364,23.8,-105,4,326046.434,4151239.016,77.29,149.9873429
609,326091.4733,4151106.472,23.8,-102,4,326046.434,4151239.016,77.29,149.8587021
610,326094.4242,4151107.58,23.8,-110,4,326046.434,4151239.016,77.29,149.7987366
611,326097.3664,4151108.688,23.8,-107,5,326227.519,4151249.798,48.88,193.5994261
612,326100.3174,4151109.796,24,-110,5,326227.519,4151249.798,48.88,190.7873723
613,326103.2595,4151110.904,24,-109,5,326227.519,4151249.798,48.88,188.0185655
614,326106.2104,4151112.012,24,-105,3,325925.3433,4151245.636,89.09,234.1046547
615,326109.1526,4151113.12,24,-107,3,325925.3433,4151245.636,89.09,235.7605928
616,326112.1035,4151114.228,24.3,-103,3,325925.3433,4151245.636,89.09,237.3713944
617,326115.0457,4151115.337,24.3,-102,3,325925.3433,4151245.636,89.09,239.0869592
618,326117.9966,4151116.444,24.3,-104,3,325925.3433,4151245.636,89.09,240.8393883
619,326120.9387,4151117.552,24.61,-105,3,325925.3433,4151245.636,89.09,242.5298785
620,326123.8897,4151118.66,24.61,-99,5,326227.519,4151249.798,48.88,168.8941673
621,326126.8318,4151119.768,24.11,-108,5,326227.519,4151249.798,48.88,166.3107514
622,326129.7828,4151120.876,24.69,-106,5,326227.519,4151249.798,48.88,163.579959
623,326132.7249,4151121.984,24.69,-106,5,326227.519,4151249.798,48.88,160.9580569
624,326135.6759,4151123.092,24.69,-105,5,326227.519,4151249.798,48.88,158.349997
625,326138.618,4151124.2,24.69,-104,5,326227.519,4151249.798,48.88,155.7671387
626,326141.5689,4151125.308,24.97,-104,5,326227.519,4151249.798,48.88,153.1563511
627,326144.5111,4151126.416,24.97,-104,5,326227.519,4151249.798,48.88,150.6157943
628,326147.462,4151127.524,24.97,-103,5,326227.519,4151249.798,48.88,148.0936948
629,326150.4041,4151128.632,25.26,-106,5,326227.519,4151249.798,48.88,145.553467
630,326153.3551,4151129.74,24.97,-106,5,326227.519,4151249.798,48.88,143.1289472
631,326156.2972,4151130.848,24.97,-107,5,326227.519,4151249.798,48.88,140.6887892
632,326159.2482,4151131.956,24.97,-106,5,326227.519,4151249.798,48.88,138.2726553
633,326162.1903,4151133.064,25.25,-110,5,326227.519,4151249.798,48.88,135.8419769
634,326165.1412,4151134.172,25.25,-109,5,326227.519,4151249.798,48.88,133.4868484
635,326168.0922,4151135.281,25.25,-112,5,326227.519,4151249.798,48.88,131.1642663
636,326171.0343,4151136.388,25.37,-108,4,326046.434,4151239.016,77.29,169.5683566
637,326173.9852,4151137.496,25.37,-105,4,326046.434,4151239.016,77.29,171.0885894
638,326176.9273,4151138.604,25.37,-98,4,326046.434,4151239.016,77.29,172.6463364
639,326179.8783,4151139.712,25.16,-101,4,326046.434,4151239.016,77.29,174.3163863
640,326182.8204,4151140.821,25.16,-101,4,326046.434,4151239.016,77.29,175.9575092
641,326185.7713,4151141.928,25.16,-101,4,326046.434,4151239.016,77.29,177.6471216
642,326188.7134,4151143.037,25.16,-103,4,326046.434,4151239.016,77.29,179.3681494
643,326191.6644,4151144.144,25.26,-102,4,326046.434,4151239.016,77.29,181.1068369
644,326194.6065,4151145.252,25.26,-99,4,326046.434,4151239.016,77.29,182.9040687
645,326197.5574,4151146.361,25.26,-103,4,326046.434,4151239.016,77.29,184.7440174
646,326200.4995,4151147.468,25.37,-104,4,326046.434,4151239.016,77.29,186.5821562
647,326203.4505,4151148.577,25.37,-100,4,326046.434,4151239.016,77.29,188.4915924
648,326206.3925,4151149.684,25,-102,4,326046.434,4151239.016,77.29,190.5286646
649,326209.3435,4151150.792,25,-104,4,326046.434,4151239.016,77.29,192.5025285
650,326215.2365,4151153.008,25,-110,6,325955.451,4151256.136,89.3,286.8072182
651,326221.1295,4151155.224,25.09,-114,4,326046.434,4151239.016,77.29,200.6600533
652,326224.0717,4151156.333,25.09,-104,6,325955.451,4151256.136,89.3,293.6675729
653,326227.0226,4151157.441,25.09,-107,6,325955.451,4151256.136,89.3,295.9979072
654,326229.9647,4151158.548,25.17,-104,6,325955.451,4151256.136,89.3,298.3183637
655,326232.9156,4151159.657,24.77,-108,6,325955.451,4151256.136,89.3,300.7638984
656,326238.8086,4151161.873,24.77,-102,6,325955.451,4151256.136,89.3,305.5178613
657,326241.7507,4151162.981,24.9,-100,6,325955.451,4151256.136,89.3,307.8842839
658,326244.7016,4151164.089,24.9,-97,6,325955.451,4151256.136,89.3,310.2997258
659,326247.6437,4151165.197,24.9,-100,6,325955.451,4151256.136,89.3,312.7200596
660,326250.5947,4151166.306,24.97,-100,6,325955.451,4151256.136,89.3,315.1469204
661,326253.5367,4151167.413,24.97,-92,6,325955.451,4151256.136,89.3,317.5928276
662,326256.4877,4151168.521,24.97,-92,6,325955.451,4151256.136,89.3,320.0591068
663,326259.4297,4151169.629,24.52,-94,6,325955.451,4151256.136,89.3,322.6189075
664,326262.3807,4151170.737,24.91,-87,6,325955.451,4151256.136,89.3,325.0306171
665,326263.9083,4151167.222,25.33,-94,6,325955.451,4151256.136,89.3,327.328224
666,326265.4358,4151163.705,25.33,-97,6,325955.451,4151256.136,89.3,329.7366023
667,326266.9546,4151160.19,25.33,-97,6,325955.451,4151256.136,89.3,332.1630452
668,326268.4821,4151156.674,25.77,-98,6,325955.451,4151256.136,89.3,334.5403113
669,326270.0097,4151153.159,26.11,-100,6,325955.451,4151256.136,89.3,336.9635208
670,326271.5373,4151149.642,26.11,-99,6,325955.451,4151256.136,89.3,339.4767992
671,326273.056,4151146.127,26.51,-99,6,325955.451,4151256.136,89.3,341.9320111
672,326274.5836,4151142.611,26.51,-99,6,325955.451,4151256.136,89.3,344.4940146
673,326276.1112,4151139.095,26.92,-97,6,325955.451,4151256.136,89.3,347.00551
674,326277.6387,4151135.579,26.92,-101,6,325955.451,4151256.136,89.3,349.6143142
675,326279.1575,4151132.064,26.92,-100,6,325955.451,4151256.136,89.3,352.2371697
676,326282.2126,4151125.032,27.58,-103,6,325955.451,4151256.136,89.3,357.4503608
677,326278.0383,4151123.366,27.32,-106,6,325955.451,4151256.136,89.3,354.3048961
678,326273.8638,4151121.699,27.32,-94,5,326227.519,4151249.798,48.88,137.9203679
679,326269.6894,4151120.034,27.32,-95,5,326227.519,4151249.798,48.88,138.137149
680,326265.515,4151118.367,27.93,-97,5,326227.519,4151249.798,48.88,138.4077537
681,326261.3406,4151116.701,27.93,-94,5,326227.519,4151249.798,48.88,138.9158542
682,326257.1662,4151115.036,27.72,-95,5,326227.519,4151249.798,48.88,139.5976315
683,326252.9918,4151113.369,27.72,-95,5,326227.519,4151249.798,48.88,140.3904597
684,326248.8174,4151111.703,27.55,-100,5,326227.519,4151249.798,48.88,141.346453
685,326244.6518,4151110.036,27.55,-104,5,326227.519,4151249.798,48.88,142.4146003
686,326240.4774,4151108.371,28.92,-96,5,326227.519,4151249.798,48.88,143.4151947
687,326236.303,4151106.704,28.36,-97,5,326227.519,4151249.798,48.88,144.824452
688,326232.1286,4151105.038,28.36,-94,5,326227.519,4151249.798,48.88,146.2797881
689,326227.9542,4151103.373,28.08,-92,5,326227.519,4151249.798,48.88,147.8956052
690,326223.7797,4151101.706,28.08,-85,5,326227.519,4151249.798,48.88,149.5923221
691,326219.6053,4151100.041,28.08,-92,5,326227.519,4151249.798,48.88,151.401538
692,326215.4309,4151098.374,29.15,-92,5,326227.519,4151249.798,48.88,153.1816661
693,326211.2564,4151096.708,29.15,-96,5,326227.519,4151249.798,48.88,155.2104802
694,326207.082,4151095.043,28.77,-96,5,326227.519,4151249.798,48.88,157.3886689
695,326202.9076,4151093.376,28.77,-95,5,326227.519,4151249.798,48.88,159.618217
696,326198.7331,4151091.71,28.39,-95,5,326227.519,4151249.798,48.88,161.9885301
