idx,RX,RY,RZ,RSRP,NR Serving,TX,TY,TZ,azimuth,tilts
1,325898.8896,4151221.929,21,-101,1,325925.3433,4151245.636,89,176,17
2,325900.0048,4151218.806,21,-101,1,325925.3433,4151245.636,89,176,17
3,325901.1203,4151215.682,21,-97,1,325925.3433,4151245.636,89,176,17
4,325902.2318,4151212.56,21,-97,1,325925.3433,4151245.636,89,176,17
5,325903.3418,4151209.437,21,-97,1,325925.3433,4151245.636,89,176,17
6,325904.4573,4151206.313,21,-97,1,325925.3433,4151245.636,89,176,17
7,325905.5723,4151203.19,21,-102,1,325925.3433,4151245.636,89,176,17
8,325906.688,4151200.066,21,-106,1,325925.3433,4151245.636,89,176,17
9,325907.8029,4151196.943,21,-101,1,325925.3433,4151245.636,89,176,17
10,325908.9186,4151193.819,21,-96,1,325925.3433,4151245.636,89,176,17
11,325910.0334,4151190.696,21,-101,1,325925.3433,4151245.636,89,176,17
12,325911.1378,4151187.572,21,-93,1,325925.3433,4151245.636,89,176,17
13,325912.2558,4151184.449,21,-102,1,325925.3433,4151245.636,89,176,17
14,325913.3709,4151181.326,21,-95,1,325925.3433,4151245.636,89,176,17
15,325914.4858,4151178.203,21,-99,1,325925.3433,4151245.636,89,176,17
16,325915.6017,4151175.079,21,-95,1,325925.3433,4151245.636,89,176,17
17,325916.7164,4151171.956,21,-98,1,325925.3433,4151245.636,89,176,17
18,325917.8323,4151168.832,21,-97,1,325925.3433,4151245.636,89,176,17
19,325918.9477,4151165.709,21,-90,1,325925.3433,4151245.636,89,176,17
20,325920.0434,4151162.586,21,-92,1,325925.3433,4151245.636,89,176,17
21,325921.1692,4151159.462,21,-93,1,325925.3433,4151245.636,89,176,17
22,325922.2839,4151156.339,21,-93,1,325925.3433,4151245.636,89,176,17
23,325923.4001,4151153.215,21,-91,1,325925.3433,4151245.636,89,176,17
24,325924.5154,4151150.092,21,-90,1,325925.3433,4151245.636,89,176,17
25,325925.6307,4151146.969,22,-95,1,325925.3433,4151245.636,89,176,17
26,325926.7441,4151143.846,22,-92,1,325925.3433,4151245.636,89,176,17
27,325927.8372,4151140.721,22,-94,1,325925.3433,4151245.636,89,176,17
28,325928.9666,4151137.599,22,-91,1,325925.3433,4151245.636,89,176,17
29,325930.0832,4151134.475,22,-91,1,325925.3433,4151245.636,89,176,17
30,325931.198,4151131.352,22,-96,1,325925.3433,4151245.636,89,176,17
31,325933.3221,4151125.405,22,-97,1,325925.3433,4151245.636,89,176,17
32,325934.4362,4151122.282,22,-98,1,325925.3433,4151245.636,89,176,17
33,325935.554,4151119.158,21,-89,1,325925.3433,4151245.636,89,176,17
34,325936.6363,4151116.036,21,-88,1,325925.3433,4151245.636,89,176,17
35,325937.7733,4151112.913,21,-93,1,325925.3433,4151245.636,89,176,17
36,325938.8886,4151109.789,21,-96,1,325925.3433,4151245.636,89,176,17
37,325940.0035,4151106.665,21,-97,1,325925.3433,4151245.636,89,176,17
38,325941.122,4151103.541,21,-95,1,325925.3433,4151245.636,89,176,17
39,325942.2344,4151100.419,21,-97,1,325925.3433,4151245.636,89,176,17
40,325943.3517,4151097.295,21,-97,1,325925.3433,4151245.636,89,176,17
41,325944.4651,4151094.172,22,-98,1,325925.3433,4151245.636,89,176,17
42,325945.5423,4151091.048,22,-98,1,325925.3433,4151245.636,89,176,17
43,325946.6906,4151087.925,22,-98,1,325925.3433,4151245.636,89,176,17
44,325947.8022,4151084.803,22,-98,1,325925.3433,4151245.636,89,176,17
45,325948.9176,4151081.679,22,-99,1,325925.3433,4151245.636,89,176,17
46,325950.0324,4151078.555,22,-98,1,325925.3433,4151245.636,89,176,17
47,325951.1498,4151075.431,22,-97,1,325925.3433,4151245.636,89,176,17
48,325952.2652,4151072.308,22,-98,1,325925.3433,4151245.636,89,176,17
49,325953.381,4151069.185,22,-99,1,325925.3433,4151245.636,89,176,17
50,325954.4487,4151066.062,22,-99,1,325925.3433,4151245.636,89,176,17
51,325955.6005,4151062.939,22,-98,1,325925.3433,4151245.636,89,176,17
52,325956.7177,4151059.815,22,-99,1,325925.3433,4151245.636,89,176,17
53,325957.8337,4151056.692,22,-99,1,325925.3433,4151245.636,89,176,17
54,325958.9465,4151053.569,22,-99,1,325925.3433,4151245.636,89,176,17
55,325960.0618,4151050.445,22,-99,1,325925.3433,4151245.636,89,176,17
56,325961.1215,4151048.129,22,-100,1,325925.3433,4151245.636,89,176,17
57,325962.1963,4151046.172,22,-97,1,325925.3433,4151245.636,89,176,17
58,325962.8862,4151043.615,22,-99,1,325925.3433,4151245.636,89,176,17
59,325964.0759,4151040.517,22,-100,1,325925.3433,4151245.636,89,176,17
60,325965.2625,4151037.419,22,-99,1,325925.3433,4151245.636,89,176,17
61,325966.4527,4151034.32,22,-100,1,325925.3433,4151245.636,89,176,17
62,325967.6392,4151031.221,22,-101,1,325925.3433,4151245.636,89,176,17
63,325968.8346,4151028.121,22,-99,1,325925.3433,4151245.636,89,176,17
64,325970.0209,4151025.023,22,-98,1,325925.3433,4151245.636,89,176,17
65,325971.1525,4151021.924,22,-100,1,325925.3433,4151245.636,89,176,17
66,325972.3921,4151018.826,23,-101,1,325925.3433,4151245.636,89,176,17
67,325973.5783,4151015.727,23,-100,1,325925.3433,4151245.636,89,176,17
68,325974.7741,4151012.627,23,-99,1,325925.3433,4151245.636,89,176,17
69,325975.9602,4151009.529,23,-99,1,325925.3433,4151245.636,89,176,17
70,325977.7193,4151006.673,23,-100,1,325925.3433,4151245.636,89,176,17
71,325980.2768,4151004.585,23,-95,1,325925.3433,4151245.636,89,176,17
72,325983.4509,4151003.587,23,-97,1,325925.3433,4151245.636,89,176,17
73,325986.3796,4151003.066,23,-100,1,325925.3433,4151245.636,89,176,17
74,325989.1025,4151002.813,23,-99,1,325925.3433,4151245.636,89,176,17
75,325991.7132,4151002.643,23,-95,1,325925.3433,4151245.636,89,176,17
76,325994.6875,4151002.593,23,-92,1,325925.3433,4151245.636,89,176,17
77,325997.5002,4151003.028,23,-98,1,325925.3433,4151245.636,89,176,17
78,325999.5159,4151003.283,23,-95,1,325925.3433,4151245.636,89,176,17
79,326001.9892,4151004.168,23,-91,1,325925.3433,4151245.636,89,176,17
80,326004.4537,4151005.055,23,-91,1,325925.3433,4151245.636,89,176,17
81,326006.9272,4151005.942,23,-89,1,325925.3433,4151245.636,89,176,17
82,326009.3916,4151006.827,23,-85,1,325925.3433,4151245.636,89,176,17
83,326011.8651,4151007.714,23,-81,1,325925.3433,4151245.636,89,176,17
84,326014.3296,4151008.6,23,-83,1,325925.3433,4151245.636,89,176,17
85,326016.803,4151009.486,24,-84,1,325925.3433,4151245.636,89,176,17
86,326019.2675,4151010.372,24,-93,1,325925.3433,4151245.636,89,176,17
87,326021.7409,4151011.258,24,-89,1,325925.3433,4151245.636,89,176,17
88,326024.2054,4151012.146,24,-89,1,325925.3433,4151245.636,89,176,17
89,326026.6787,4151013.031,24,-87,5,326243.9057,4151117.936,51,236,4
90,326029.1433,4151013.917,24,-87,5,326243.9057,4151117.936,51,236,4
91,326031.6168,4151014.804,24,-87,5,326243.9057,4151117.936,51,236,4
92,326034.0812,4151015.689,24,-85,5,326243.9057,4151117.936,51,236,4
93,326036.5546,4151016.576,24,-86,5,326243.9057,4151117.936,51,236,4
94,326039.0191,4151017.463,24,-85,5,326243.9057,4151117.936,51,236,4
95,326041.4925,4151018.348,24,-88,5,326243.9057,4151117.936,51,236,4
96,326043.957,4151019.235,24,-86,5,326243.9057,4151117.936,51,236,4
97,326046.4304,4151020.121,24,-87,5,326243.9057,4151117.936,51,236,4
98,326048.895,4151021.007,24,-84,5,326243.9057,4151117.936,51,236,4
99,326051.3683,4151021.893,24,-86,5,326243.9057,4151117.936,51,236,4
100,326053.8329,4151022.78,24,-86,5,326243.9057,4151117.936,51,236,4
101,326056.3063,4151023.666,24,-82,5,326243.9057,4151117.936,51,236,4
102,326058.7707,4151024.552,24,-84,5,326243.9057,4151117.936,51,236,4
103,326061.2441,4151025.439,25,-83,5,326243.9057,4151117.936,51,236,4
104,326063.7086,4151026.325,25,-83,5,326243.9057,4151117.936,51,236,4
105,326066.182,4151027.211,25,-82,5,326243.9057,4151117.936,51,236,4
106,326068.6465,4151028.097,25,-82,5,326243.9057,4151117.936,51,236,4
107,326071.111,4151028.984,25,-82,5,326243.9057,4151117.936,51,236,4
108,326073.5844,4151029.869,25,-80,5,326243.9057,4151117.936,51,236,4
109,326076.0489,4151030.756,25,-81,5,326243.9057,4151117.936,51,236,4
110,326078.5223,4151031.643,25,-82,5,326243.9057,4151117.936,51,236,4
111,326080.9868,4151032.528,25,-80,5,326243.9057,4151117.936,51,236,4
112,326083.4602,4151033.415,25,-80,5,326243.9057,4151117.936,51,236,4
113,326085.9247,4151034.301,25,-80,5,326243.9057,4151117.936,51,236,4
114,326088.3981,4151035.188,25,-77,5,326243.9057,4151117.936,51,236,4
115,326090.8626,4151036.073,25,-75,5,326243.9057,4151117.936,51,236,4
116,326093.3359,4151036.959,25,-80,5,326243.9057,4151117.936,51,236,4
117,326095.8005,4151037.847,25,-84,5,326243.9057,4151117.936,51,236,4
118,326098.2738,4151038.732,25,-86,5,326243.9057,4151117.936,51,236,4
119,326100.7383,4151039.619,26,-84,5,326243.9057,4151117.936,51,236,4
120,326103.2117,4151040.505,26,-82,5,326243.9057,4151117.936,51,236,4
121,326105.6762,4151041.391,26,-84,5,326243.9057,4151117.936,51,236,4
122,326108.1496,4151042.277,26,-82,5,326243.9057,4151117.936,51,236,4
123,326110.6141,4151043.164,26,-82,5,326243.9057,4151117.936,51,236,4
124,326113.0874,4151044.049,26,-86,5,326243.9057,4151117.936,51,236,4
125,326115.552,4151044.936,26,-87,5,326243.9057,4151117.936,51,236,4
126,326118.0253,4151045.823,26,-87,5,326243.9057,4151117.936,51,236,4
127,326120.4898,4151046.708,26,-97,5,326243.9057,4151117.936,51,236,4
128,326122.9632,4151047.595,26,-90,5,326243.9057,4151117.936,51,236,4
129,326125.4277,4151048.481,26,-93,5,326243.9057,4151117.936,51,236,4
130,326127.9011,4151049.368,26,-97,5,326243.9057,4151117.936,51,236,4
131,326130.3655,4151050.253,26,-100,5,326243.9057,4151117.936,51,236,4
132,326132.8389,4151051.139,26,-97,5,326243.9057,4151117.936,51,236,4
133,326135.3035,4151052.027,26,-94,5,326243.9057,4151117.936,51,236,4
134,326137.7767,4151052.912,26,-88,5,326243.9057,4151117.936,51,236,4
135,326140.2413,4151053.799,27,-88,5,326243.9057,4151117.936,51,236,4
136,326142.7057,4151054.685,27,-88,5,326243.9057,4151117.936,51,236,4
137,326145.1791,4151055.571,27,-88,5,326243.9057,4151117.936,51,236,4
138,326147.6437,4151056.457,27,-88,5,326243.9057,4151117.936,51,236,4
139,326150.117,4151057.344,27,-88,5,326243.9057,4151117.936,51,236,4
140,326152.5815,4151058.23,27,-88,5,326243.9057,4151117.936,51,236,4
141,326155.0548,4151059.116,27,-88,5,326243.9057,4151117.936,51,236,4
142,326157.5193,4151060.003,26,-88,5,326243.9057,4151117.936,51,236,4
143,326159.9927,4151060.889,26,-92,5,326243.9057,4151117.936,51,236,4
144,326162.4572,4151061.775,26,-88,5,326243.9057,4151117.936,51,236,4
145,326164.9306,4151062.661,26,-88,5,326243.9057,4151117.936,51,236,4
146,326167.3951,4151063.548,27,-88,5,326243.9057,4151117.936,51,236,4
147,326169.8684,4151064.433,27,-88,5,326243.9057,4151117.936,51,236,4
148,326172.3329,4151065.321,27,-88,5,326243.9057,4151117.936,51,236,4
149,326174.8062,4151066.207,27,-88,5,326243.9057,4151117.936,51,236,4
150,326177.2707,4151067.093,27,-88,5,326243.9057,4151117.936,51,236,4
151,326179.744,4151067.979,27,-88,5,326243.9057,4151117.936,51,236,4
152,326182.2086,4151068.866,28,-88,5,326243.9057,4151117.936,51,236,4
153,326184.6819,4151069.751,28,-88,5,326243.9057,4151117.936,51,236,4
154,326187.1464,4151070.637,28,-88,5,326243.9057,4151117.936,51,236,4
155,326189.6198,4151071.525,28,-88,5,326243.9057,4151117.936,51,236,4
156,326192.0842,4151072.41,28,-88,5,326243.9057,4151117.936,51,236,4
157,326194.5576,4151073.297,28,-88,5,326243.9057,4151117.936,51,236,4
158,326197.0221,4151074.183,29,-88,5,326243.9057,4151117.936,51,236,4
159,326199.4954,4151075.07,29,-88,5,326243.9057,4151117.936,51,236,4
160,326201.9599,4151075.955,29,-88,5,326243.9057,4151117.936,51,236,4
161,326204.4333,4151076.842,29,-88,5,326243.9057,4151117.936,51,236,4
162,326206.8977,4151077.729,29,-88,5,326243.9057,4151117.936,51,236,4
163,326209.3711,4151078.614,29,-88,5,326243.9057,4151117.936,51,236,4
164,326211.8355,4151079.501,29,-88,5,326243.9057,4151117.936,51,236,4
165,326214.3001,4151080.388,28,-88,5,326243.9057,4151117.936,51,236,4
166,326216.7733,4151081.273,29,-88,5,326243.9057,4151117.936,51,236,4
167,326219.2378,4151082.159,29,-88,5,326243.9057,4151117.936,51,236,4
168,326221.7112,4151083.046,29,-88,5,326243.9057,4151117.936,51,236,4
169,326224.1756,4151083.932,29,-88,5,326243.9057,4151117.936,51,236,4
170,326226.649,4151084.819,29,-88,5,326243.9057,4151117.936,51,236,4
171,326229.1135,4151085.705,29,-88,5,326243.9057,4151117.936,51,236,4
172,326231.5868,4151086.592,29,-88,5,326243.9057,4151117.936,51,236,4
173,326234.0513,4151087.477,29,-88,5,326243.9057,4151117.936,51,236,4
174,326236.5247,4151088.364,29,-88,5,326243.9057,4151117.936,51,236,4
175,326238.9891,4151089.25,29,-88,5,326243.9057,4151117.936,51,236,4
176,326241.4625,4151090.136,29,-89,5,326243.9057,4151117.936,51,236,4
177,326243.9269,4151091.023,29,-90,5,326243.9057,4151117.936,51,236,4
178,326246.4003,4151091.91,29,-90,5,326243.9057,4151117.936,51,236,4
179,326248.8647,4151092.795,29,-91,5,326243.9057,4151117.936,51,236,4
180,326251.3381,4151093.682,29,-94,5,326243.9057,4151117.936,51,236,4
181,326253.8026,4151094.568,29,-96,5,326243.9057,4151117.936,51,236,4
182,326256.2758,4151095.453,30,-96,5,326243.9057,4151117.936,51,236,4
183,326258.7404,4151096.34,30,-99,5,326243.9057,4151117.936,51,236,4
184,326261.2136,4151097.226,30,-101,5,326243.9057,4151117.936,51,236,4
185,326263.6781,4151098.113,30,-101,5,326243.9057,4151117.936,51,236,4
186,326266.1515,4151098.999,30,-99,5,326243.9057,4151117.936,51,236,4
187,326268.6159,4151099.886,30,-93,5,326243.9057,4151117.936,51,236,4
188,326271.0893,4151100.772,30,-101,5,326243.9057,4151117.936,51,236,4
189,326273.5538,4151101.658,30,-87,6,326228.2169,4151247.992,49,161,10
190,326276.0271,4151102.544,30,-90,6,326228.2169,4151247.992,49,161,10
191,326278.4916,4151103.431,30,-84,6,326228.2169,4151247.992,49,161,10
192,326280.9648,4151104.316,31,-84,6,326228.2169,4151247.992,49,161,10
193,326283.4293,4151105.204,30,-85,6,326228.2169,4151247.992,49,161,10
194,325994.8721,4151247.276,22,-89,2,325955.451,4151256.136,89,75,16
195,325995.7351,4151244.881,22,-92,2,325955.451,4151256.136,89,75,16
196,325996.5892,4151242.487,22,-94,2,325955.451,4151256.136,89,75,16
197,325997.4521,4151240.093,22,-98,2,325955.451,4151256.136,89,75,16
198,325998.315,4151237.699,22,-97,2,325955.451,4151256.136,89,75,16
199,325999.178,4151235.304,22,-98,2,325955.451,4151256.136,89,75,16
200,326000.0321,4151232.91,22,-102,2,325955.451,4151256.136,89,75,16
201,326000.895,4151230.515,22,-97,2,325955.451,4151256.136,89,75,16
202,326001.758,4151228.121,22,-101,2,325955.451,4151256.136,89,75,16
203,326002.6209,4151225.726,22,-104,2,325955.451,4151256.136,89,75,16
204,326003.4839,4151223.332,21,-107,2,325955.451,4151256.136,89,75,16
205,326004.338,4151220.938,21,-104,2,325955.451,4151256.136,89,75,16
206,326005.2009,4151218.543,22,-104,2,325955.451,4151256.136,89,75,16
207,326006.0639,4151216.149,22,-101,2,325955.451,4151256.136,89,75,16
208,326006.9268,4151213.754,22,-102,2,325955.451,4151256.136,89,75,16
209,326007.781,4151211.361,22,-101,2,325955.451,4151256.136,89,75,16
210,326008.6439,4151208.966,22,-101,2,325955.451,4151256.136,89,75,16
211,326009.5068,4151206.571,22,-99,2,325955.451,4151256.136,89,75,16
212,326010.3699,4151204.177,22,-108,2,325955.451,4151256.136,89,75,16
213,326012.0868,4151199.388,22,-100,3,326046.434,4151239.016,77,213,16
214,326012.9499,4151196.994,22,-96,3,326046.434,4151239.016,77,213,16
215,326013.8127,4151194.599,22,-92,3,326046.434,4151239.016,77,213,16
216,326014.6758,4151192.206,22,-100,3,326046.434,4151239.016,77,213,16
217,326015.5299,4151189.811,22,-99,3,326046.434,4151239.016,77,213,16
218,326016.3927,4151187.416,22,-96,3,326046.434,4151239.016,77,213,16
219,326017.2557,4151185.021,22,-101,3,326046.434,4151239.016,77,213,16
220,326018.9729,4151180.234,22,-94,3,326046.434,4151239.016,77,213,16
221,326019.8358,4151177.839,22,-97,3,326046.434,4151239.016,77,213,16
222,326020.6988,4151175.444,23,-98,3,326046.434,4151239.016,77,213,16
223,326021.5616,4151173.05,23,-95,3,326046.434,4151239.016,77,213,16
224,326022.4159,4151170.657,23,-97,3,326046.434,4151239.016,77,213,16
225,326023.2788,4151168.262,23,-86,3,326046.434,4151239.016,77,213,16
226,326024.1418,4151165.867,23,-94,3,326046.434,4151239.016,77,213,16
227,326025.0047,4151163.472,23,-98,3,326046.434,4151239.016,77,213,16
228,326025.8588,4151161.078,23,-96,3,326046.434,4151239.016,77,213,16
229,326026.7218,4151158.684,23,-96,3,326046.434,4151239.016,77,213,16
230,326027.5848,4151156.29,23,-91,3,326046.434,4151239.016,77,213,16
231,326028.4477,4151153.895,23,-89,3,326046.434,4151239.016,77,213,16
232,326029.3107,4151151.501,23,-87,3,326046.434,4151239.016,77,213,16
233,326030.1648,4151149.106,23,-88,3,326046.434,4151239.016,77,213,16
234,326031.0278,4151146.712,23,-88,3,326046.434,4151239.016,77,213,16
235,326031.8907,4151144.317,23,-90,3,326046.434,4151239.016,77,213,16
236,326032.7537,4151141.924,23,-96,3,326046.434,4151239.016,77,213,16
237,326033.6078,4151139.529,24,-94,3,326046.434,4151239.016,77,213,16
238,326034.4708,4151137.134,24,-95,3,326046.434,4151239.016,77,213,16
239,326035.3338,4151134.74,24,-91,3,326046.434,4151239.016,77,213,16
240,326036.1967,4151132.346,24,-92,3,326046.434,4151239.016,77,213,16
241,326037.9172,4151128.747,24,-95,3,326046.434,4151239.016,77,213,16
242,326039.4523,4151126.716,24,-97,3,326046.434,4151239.016,77,213,16
243,326040.9874,4151124.685,24,-94,3,326046.434,4151239.016,77,213,16
244,326042.5222,4151122.656,24,-93,3,326046.434,4151239.016,77,213,16
245,326044.0573,4151120.625,24,-98,3,326046.434,4151239.016,77,213,16
246,326045.5836,4151118.593,24,-106,3,326046.434,4151239.016,77,213,16
247,326047.1186,4151116.562,24,-105,3,326046.434,4151239.016,77,213,16
248,326048.6537,4151114.532,24,-96,3,326046.434,4151239.016,77,213,16
249,326050.1886,4151112.502,24,-91,3,326046.434,4151239.016,77,213,16
250,326051.7151,4151110.469,24,-106,3,326046.434,4151239.016,77,213,16
251,326053.2502,4151108.438,24,-105,3,326046.434,4151239.016,77,213,16
252,326054.7852,4151106.408,24,-105,3,326046.434,4151239.016,77,213,16
253,326056.3201,4151104.378,24,-98,3,326046.434,4151239.016,77,213,16
254,326057.8465,4151102.346,24,-101,3,326046.434,4151239.016,77,213,16
255,326060.176,4151098.922,25,-102,3,326046.434,4151239.016,77,213,16
256,326061.1351,4151096.564,25,-101,3,326046.434,4151239.016,77,213,16
257,326062.2671,4151096.977,25,-103,3,326046.434,4151239.016,77,213,16
258,326063.3902,4151097.389,25,-95,2,325955.451,4151256.136,89,75,16
259,326064.5222,4151097.801,25,-111,2,325955.451,4151256.136,89,75,16
260,326065.6453,4151098.213,25,-113,3,326046.434,4151239.016,77,213,16
261,326066.7773,4151098.625,25,-110,3,326046.434,4151239.016,77,213,16
262,326067.9004,4151099.037,25,-116,3,326046.434,4151239.016,77,213,16
263,326069.0324,4151099.45,25,-116,3,326046.434,4151239.016,77,213,16
264,326070.1644,4151099.861,25,-113,5,326243.9057,4151117.936,51,236,4
265,326071.2875,4151100.274,25,-110,5,326243.9057,4151117.936,51,236,4
266,326072.4195,4151100.685,25,-107,5,326243.9057,4151117.936,51,236,4
267,326073.5427,4151101.098,25,-103,5,326243.9057,4151117.936,51,236,4
268,326074.6746,4151101.51,25,-108,5,326243.9057,4151117.936,51,236,4
269,326075.8066,4151101.922,25,-108,5,326243.9057,4151117.936,51,236,4
270,326078.0617,4151102.747,25,-105,5,326243.9057,4151117.936,51,236,4
271,326079.1848,4151103.158,25,-109,5,326243.9057,4151117.936,51,236,4
272,326081.4399,4151103.982,25,-106,3,326046.434,4151239.016,77,213,16
273,326082.5719,4151104.395,25,-102,3,326046.434,4151239.016,77,213,16
274,326083.7039,4151104.807,25,-100,3,326046.434,4151239.016,77,213,16
275,326084.827,4151105.219,25,-103,3,326046.434,4151239.016,77,213,16
276,326085.959,4151105.631,26,-100,5,326243.9057,4151117.936,51,236,4
277,326087.0821,4151106.044,26,-100,5,326243.9057,4151117.936,51,236,4
278,326088.2141,4151106.455,26,-103,5,326243.9057,4151117.936,51,236,4
279,326089.3461,4151106.868,26,-99,5,326243.9057,4151117.936,51,236,4
280,326090.4692,4151107.279,26,-104,5,326243.9057,4151117.936,51,236,4
281,326091.6012,4151107.692,26,-103,5,326243.9057,4151117.936,51,236,4
282,326092.7243,4151108.104,26,-100,5,326243.9057,4151117.936,51,236,4
283,326093.8563,4151108.516,26,-104,5,326243.9057,4151117.936,51,236,4
284,326094.9883,4151108.928,26,-105,5,326243.9057,4151117.936,51,236,4
285,326096.1114,4151109.34,26,-106,5,326243.9057,4151117.936,51,236,4
286,326097.2434,4151109.752,26,-106,5,326243.9057,4151117.936,51,236,4
287,326098.3665,4151110.165,26,-104,5,326243.9057,4151117.936,51,236,4
288,326099.4985,4151110.576,26,-102,5,326243.9057,4151117.936,51,236,4
289,326100.6216,4151110.989,26,-103,5,326243.9057,4151117.936,51,236,4
290,326101.7536,4151111.401,26,-101,5,326243.9057,4151117.936,51,236,4
291,326102.8856,4151111.813,26,-103,5,326243.9057,4151117.936,51,236,4
292,326104.0087,4151112.225,26,-104,5,326243.9057,4151117.936,51,236,4
293,326105.1407,4151112.637,26,-104,5,326243.9057,4151117.936,51,236,4
294,326106.2638,4151113.049,26,-103,5,326243.9057,4151117.936,51,236,4
295,326155.7013,4151129.845,27,-106,5,326243.9057,4151117.936,51,236,4
296,326156.8333,4151130.257,27,-105,5,326243.9057,4151117.936,51,236,4
297,326157.9564,4151130.669,27,-106,5,326243.9057,4151117.936,51,236,4
298,326159.0884,4151131.082,27,-106,5,326243.9057,4151117.936,51,236,4
299,326161.3434,4151131.906,27,-107,5,326243.9057,4151117.936,51,236,4
300,326162.4754,4151132.317,27,-103,5,326243.9057,4151117.936,51,236,4
301,326163.5985,4151132.73,27,-103,5,326243.9057,4151117.936,51,236,4
302,326164.7305,4151133.142,27,-106,5,326243.9057,4151117.936,51,236,4
303,326165.8536,4151133.555,27,-104,5,326243.9057,4151117.936,51,236,4
304,326166.9856,4151133.966,27,-105,5,326243.9057,4151117.936,51,236,4
305,326168.1176,4151134.379,27,-105,5,326243.9057,4151117.936,51,236,4
306,326169.2407,4151134.79,27,-106,5,326243.9057,4151117.936,51,236,4
307,326170.3726,4151135.203,27,-104,5,326243.9057,4151117.936,51,236,4
308,326171.4958,4151135.615,27,-109,5,326243.9057,4151117.936,51,236,4
309,326172.6277,4151136.027,27,-105,5,326243.9057,4151117.936,51,236,4
310,326173.7508,4151136.439,27,-103,5,326243.9057,4151117.936,51,236,4
311,326174.8828,4151136.852,27,-106,5,326243.9057,4151117.936,51,236,4
312,326176.0148,4151137.263,27,-106,5,326243.9057,4151117.936,51,236,4
313,326177.1379,4151137.676,27,-106,5,326243.9057,4151117.936,51,236,4
314,326178.2699,4151138.087,27,-109,5,326243.9057,4151117.936,51,236,4
315,326179.393,4151138.5,27,-109,5,326243.9057,4151117.936,51,236,4
316,326180.5249,4151138.912,27,-107,5,326243.9057,4151117.936,51,236,4
317,326183.912,4151140.149,27,-102,4,326052.99,4151241.566,77,118,18
318,326185.0351,4151140.56,27,-90,4,326052.99,4151241.566,77,118,18
319,326186.1671,4151140.973,27,-97,4,326052.99,4151241.566,77,118,18
320,326187.299,4151141.384,27,-101,4,326052.99,4151241.566,77,118,18
321,326188.4222,4151141.797,27,-100,4,326052.99,4151241.566,77,118,18
322,326189.5541,4151142.209,27,-101,4,326052.99,4151241.566,77,118,18
323,326190.6773,4151142.621,27,-100,4,326052.99,4151241.566,77,118,18
324,326191.8092,4151143.033,27,-103,4,326052.99,4151241.566,77,118,18
325,326192.9323,4151143.446,27,-99,4,326052.99,4151241.566,77,118,18
326,326194.0643,4151143.857,27,-96,4,326052.99,4151241.566,77,118,18
327,326192.8293,4151144.781,27,-88,4,326052.99,4151241.566,77,118,18
328,326192.2834,4151146.346,27,-95,4,326052.99,4151241.566,77,118,18
329,326191.7465,4151147.912,27,-97,4,326052.99,4151241.566,77,118,18
330,326191.2007,4151149.477,27,-98,4,326052.99,4151241.566,77,118,18
331,326190.6549,4151151.044,27,-101,4,326052.99,4151241.566,77,118,18
332,326190.1091,4151152.609,27,-98,4,326052.99,4151241.566,77,118,18
333,326189.5721,4151154.174,27,-101,4,326052.99,4151241.566,77,118,18
334,326189.0264,4151155.74,27,-104,4,326052.99,4151241.566,77,118,18
335,326188.4806,4151157.306,27,-102,4,326052.99,4151241.566,77,118,18
336,326187.9348,4151158.872,27,-105,4,326052.99,4151241.566,77,118,18
337,326187.3978,4151160.437,27,-94,4,326052.99,4151241.566,77,118,18
338,326186.8521,4151162.002,27,-102,4,326052.99,4151241.566,77,118,18
339,326186.3062,4151163.568,27,-96,4,326052.99,4151241.566,77,118,18
340,326185.7605,4151165.134,27,-104,4,326052.99,4151241.566,77,118,18
341,326185.2236,4151166.699,27,-108,4,326052.99,4151241.566,77,118,18
342,326184.6777,4151168.265,27,-106,4,326052.99,4151241.566,77,118,18
343,326184.132,4151169.831,27,-104,4,326052.99,4151241.566,77,118,18
344,326183.5862,4151171.396,27,-103,4,326052.99,4151241.566,77,118,18
345,326183.0492,4151172.962,27,-100,4,326052.99,4151241.566,77,118,18
346,326182.5035,4151174.528,27,-102,4,326052.99,4151241.566,77,118,18
347,326181.9577,4151176.094,27,-99,4,326052.99,4151241.566,77,118,18
348,326181.4119,4151177.659,27,-101,4,326052.99,4151241.566,77,118,18
349,326180.8661,4151179.224,27,-102,4,326052.99,4151241.566,77,118,18
350,326180.3292,4151180.791,27,-99,4,326052.99,4151241.566,77,118,18
351,326179.7834,4151182.356,27,-98,4,326052.99,4151241.566,77,118,18
352,326179.2377,4151183.922,27,-96,4,326052.99,4151241.566,77,118,18
353,326178.6918,4151185.487,27,-96,4,326052.99,4151241.566,77,118,18
354,326178.1549,4151187.053,27,-100,4,326052.99,4151241.566,77,118,18
355,326177.6092,4151188.619,27,-99,4,326052.99,4151241.566,77,118,18
356,326177.0633,4151190.184,27,-98,4,326052.99,4151241.566,77,118,18
357,326176.5176,4151191.751,27,-97,4,326052.99,4151241.566,77,118,18
358,326175.9806,4151193.316,27,-94,4,326052.99,4151241.566,77,118,18
359,326175.4348,4151194.881,27,-93,4,326052.99,4151241.566,77,118,18
360,326174.889,4151196.446,27,-86,4,326052.99,4151241.566,77,118,18
361,326172.7147,4151202.709,27,-92,4,326052.99,4151241.566,77,118,18
